x_title,cat_list,cat_list_index
store manager - tank juice bar,"['retail', 'store managers']","[71, 134]"
store manager - tank queensgate mall,"['retail', 'store managers']","[71, 134]"
store manager - te rapa,"['retail', 'store managers']","[71, 134]"
store manager - the warehouse kaitaia,"['retail', 'store managers']","[71, 134]"
store manager - wanganui,"['retail', 'store managers']","[71, 134]"
store manager - westgate,"['retail', 'store managers']","[71, 134]"
store manager - westhaven,"['retail', 'store managers']","[71, 134]"
store manager / fashion savvy,"['retail', 'store managers']","[71, 134]"
store manager for a reputed pizza chain,"['retail', 'store managers']","[71, 134]"
store manager in training | lower hutt,"['retail', 'store managers']","[71, 134]"
store manager required,"['retail', 'store managers']","[71, 134]"
store manager vacancy,"['retail', 'store managers']","[71, 134]"
store manager wanted,"['hospitality & tourism', 'management', 'retail', 'store managers']","[14, 39, 71, 134]"
store manager | chartwell,"['retail', 'store managers']","[71, 134]"
store manager | nz | glenfield,"['retail', 'store managers']","[71, 134]"
store manager- pukekohe,"['retail', 'store managers']","[71, 134]"
store manager-sourdough extraordinaire,"['retail', 'management']","[71, 39]"
store managers - just group - auckland,"['retail', 'store managers']","[71, 134]"
store manger,"['hospitality & tourism', 'management']","[14, 39]"
store person,"['manufacturing & operations', 'storepersons & warehousing', 'transport & logistics', 'warehouse & distribution']","[20, 64, 28, 81]"
store person & delivery driver,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person (loader operator) amberley,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person (nights),"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person - afternoon shift - highbrook,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person - blenheim,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person - full time - cwh bethlehem,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
store person - full time - newmarket,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
store person - hornby,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person - matamata,"['trades & services', 'building & carpentry']","[0, 33]"
store person - new plymouth - fixed-term,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person / forkhoist driver,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person / warehouse,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
store person /forklift operator,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
store person required,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person with forklift licence! temporary role,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
store person – freezer & chiller,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
"store person, logistics 1.0 fte","['manufacturing & operations', 'purchasing & inventory']","[20, 181]"
store person- cwh sylvia park nz,"['healthcare', 'pharmacy']","[22, 25]"
store person/ driver,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store person/ saw operator,"['construction & roading', 'machine operators']","[8, 9]"
store person/packer,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
store project team (fixed term ending 30/04/2021),"['trades & services', 'labourers']","[0, 1]"
store projects team member,"['retail', 'merchandising']","[71, 102]"
store receiving assistant - taupo,"['transport & logistics', 'operations']","[28, 29]"
store staff,"['hospitality & tourism', 'waiting staff']","[14, 95]"
store supervisor,"['retail', 'assistant store managers']","[71, 115]"
store supervisor - gore,"['manufacturing & operations', 'supervisors & forepersons']","[20, 70]"
store supervisor wanted,"['retail', 'assistant store managers']","[71, 115]"
storeman,"['manufacturing & operations', 'storepersons & warehousing', 'transport & logistics', 'warehouse & distribution']","[20, 64, 28, 81]"
storeman (experienced),"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeman - akl,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeman - mt wellington,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeman - night shift,"['manufacturing & operations', 'storepersons & warehousing', 'transport & logistics', 'warehouse & distribution']","[20, 64, 28, 81]"
storeman / forklift operator,"['manufacturing & operations', 'storepersons & warehousing', 'transport & logistics', 'warehouse & distribution']","[20, 64, 28, 81]"
storeman / reach operators required,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeman and sales support,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeman wanted,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeman with osh and f,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeman/class 1 deliveries - akl,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeman/mechanic - compact machinery,"['engineering', 'mechanical']","[47, 123]"
storemanager,"['retail', 'store managers']","[71, 134]"
storeperson,"['manufacturing & operations', 'storepersons & warehousing', 'transport & logistics', 'warehouse & distribution']","[20, 64, 28, 81]"
storeperson & production assistant,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeperson (freight sorter) - wellington,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson - auckland,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeperson - christchurch,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson - distribution centre,"['manufacturing & operations', 'purchasing & inventory']","[20, 181]"
storeperson - foodstuffs south island,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson - henderson,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson - moe palmerston north,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeperson - napier,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson - temp assignment immediate start,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeperson - unistrut,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeperson - waharoa,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeperson / delivery driver,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
"storeperson / driver - fast paced, varied","['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson / forklift drivers x15 urgent!!,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson / forklift operator- christchurch,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson / forklift operator- whangarei,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson 0600-1630 mon-fri,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson 1030am-9pm mon-fri,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeperson extraordinaire,"['manufacturing & operations', 'storepersons & warehousing', 'transport & logistics', 'warehouse & distribution']","[20, 64, 28, 81]"
storeperson position,"['trades & services', 'electrical']","[0, 13]"
storeperson with stock picker licence,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
"storeperson, full time - blenheim","['retail', 'retail assistants']","[71, 72]"
"storeperson, part time, whakatane","['retail', 'retail assistants']","[71, 72]"
storeperson/class 2 driver,"['transport & logistics', 'drivers & couriers', 'couriers']","[28, 43, 133]"
storeperson/driver,"['trades & services', 'labourers']","[0, 1]"
storepersons,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storepersons auckland,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storeroom assistant,"['retail', 'retail assistants']","[71, 72]"
storeroom assistant - full time,"['retail', 'retail assistants']","[71, 72]"
storeroom assistant - part time,"['retail', 'retail assistants']","[71, 72]"
storeroom/inwards goods,"['retail', 'retail assistants']","[71, 72]"
stores - west auckland,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
stores / dispatch person,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
stores person,"['manufacturing & operations', 'storepersons & warehousing', 'transport & logistics', 'warehouse & distribution']","[20, 64, 28, 81]"
stores workers - multiple roles,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
stores-grafton,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
stores/ dispatch role,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storesperson,"['transport & logistics', 'drivers & couriers', 'truck ht', 'manufacturing & operations', 'storepersons & warehousing']","[28, 43, 44, 20, 64]"
storesperson - imports,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
storesperson - tauranga,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
storeteam,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
stormwater engineer,"['engineering', 'water & waste']","[47, 147]"
stormwater product support engineer,"['engineering', 'water & waste']","[47, 147]"
strategic advisor programme lead,"['government & council', 'central government']","[37, 38]"
strategic communications specialist - change,"['marketing, media & communications', 'communications & pr']","[40, 79]"
strategic coordinator (bids and marketing),"['office & administration', 'administration']","[30, 31]"
strategic finance business partner,"['accounting', 'accountants', 'management accountants']","[10, 11, 42]"
strategic management accountant,"['accounting', 'accountants', 'management accountants']","[10, 11, 42]"
strategic planning manager,"['government & council', 'local & regional council']","[37, 109]"
strategic policy analyst,"['government & council', 'local & regional council']","[37, 109]"
strategy & business design - senior consultant,"['it', 'business & systems analysts']","[2, 7]"
strategy analyst,"['it', 'business & systems analysts']","[2, 7]"
strawberry pickers/packers,"['agriculture, fishing & forestry', 'horticulture']","[34, 63]"
streetlight network project administrator,"['office & administration', 'administration']","[30, 31]"
"streets route, driver and storeman","['transport & logistics', 'warehouse & distribution']","[28, 81]"
strong and reliable with an excellent ethic ......,"['trades & services', 'labourers']","[0, 1]"
strong intermediate quantity surveyor,"['construction & roading', 'quantity surveying']","[8, 91]"
strong labourers wanted,"['trades & services', 'building & carpentry']","[0, 33]"
strong labourers with a good work ethic,"['trades & services', 'labourers']","[0, 1]"
strong production loaders needed asap,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
"strong, fit and looking for immediate work???","['trades & services', 'labourers']","[0, 1]"
"strong, hands on, class 2 driver","['transport & logistics', 'drivers & couriers', 'couriers']","[28, 43, 133]"
structural design engineer - intermediate,"['engineering', 'civil & structural']","[47, 103]"
structural draftsman / revit professional,"['architecture', 'drafting']","[16, 121]"
structural engineer,"['engineering', 'civil & structural']","[47, 103]"
structural engineer intermediate 2 roles - $85k+,"['engineering', 'civil & structural']","[47, 103]"
"structural engineer, intermediate $80k+","['engineering', 'civil & structural']","[47, 103]"
"structural engineer, intermediate to senior","['engineering', 'civil & structural']","[47, 103]"
structural engineer-flexible working,"['engineering', 'civil & structural']","[47, 103]"
structural fabricator/welder,"['trades & services', 'boilermakers & welders']","[0, 52]"
structural foreman,"['trades & services', 'boilermakers & welders']","[0, 52]"
structural laboratory technician,['science & technology'],[97]
structural manager,"['engineering', 'civil & structural']","[47, 103]"
structural revit technician,"['engineering', 'civil & structural']","[47, 103]"
structural steel detailer,"['engineering', 'drafting']","[47, 121]"
structural steel fabricator welder,"['trades & services', 'boilermakers & welders']","[0, 52]"
structural steel fabricators and welders,"['engineering', 'industrial']","[47, 83]"
"structural steel fabricators, erectors and welders","['trades & services', 'boilermakers & welders']","[0, 52]"
structural steel fabrictaor/ metal machinist,"['manufacturing & operations', 'machine operation']","[20, 21]"
structural team leader,"['engineering', 'civil & structural']","[47, 103]"
structural team leader - christchurch,"['engineering', 'civil & structural']","[47, 103]"
structural welder / fabricator,"['trades & services', 'boilermakers & welders']","[0, 52]"
structural welders,"['trades & services', 'boilermakers & welders']","[0, 52]"
student counsellor,"['healthcare', 'psychology & counselling']","[22, 49]"
student office administrator,"['education', 'secondary']","[4, 132]"
stylist for fun suburban salon - part time,"['trades & services', 'hairdressing']","[0, 130]"
stylist wanted - northwest,"['trades & services', 'hairdressing']","[0, 130]"
stylist wanted silverdale,"['trades & services', 'hairdressing']","[0, 130]"
"stylist, senior stylist or contractor","['trades & services', 'hairdressing']","[0, 130]"
stylist- bay cuts (bay plaza) - sign on bonus,"['trades & services', 'hairdressing']","[0, 130]"
stylist/genius wanted in rangiora,"['trades & services', 'hairdressing']","[0, 130]"
stylist/manager $ (hairdresser),"['trades & services', 'hairdressing']","[0, 130]"
stylists snr/part time $,"['trades & services', 'hairdressing']","[0, 130]"
sub-contractors,"['trades & services', 'building & carpentry']","[0, 33]"
subway,"['hospitality & tourism', 'management']","[14, 39]"
summer casual | sunglass style | auckland,"['retail', 'retail assistants']","[71, 72]"
summer labour opportunities!,"['trades & services', 'labourers']","[0, 1]"
super star administrator,"['office & administration', 'reception']","[30, 61]"
super star nanny required in castor bay,"['education', 'au pairs & nannies']","[4, 184]"
super stars.........,"['hospitality & tourism', 'chefs']","[14, 15]"
superb security service tech,"['trades & services', 'security']","[0, 56]"
supermarket assistant (multiple jobs available),"['retail', 'retail assistants']","[71, 72]"
superstar electrician - keen to make an impact?,"['trades & services', 'electrical']","[0, 13]"
superstar excavator operator/truck driver,"['trades & services', 'plumbing']","[0, 114]"
superstar sales assistant wanted,"['retail', 'retail assistants']","[71, 72]"
supervalue waihi is opening soon!!!,"['retail', 'store managers']","[71, 134]"
supervising operator (nutritional dairy),['science & technology'],[97]
supervisor,"['hospitality & tourism', 'bar staff & baristas', 'management', 'construction & roading', 'supervisors & forepersons', 'transport & logistics', 'warehouse & distribution', 'trades & services', 'cleaning']","[14, 19, 39, 8, 70, 28, 81, 0, 86]"
supervisor (fixed term),"['government & council', 'central government']","[37, 38]"
supervisor - earthworks & subdivisions,"['construction & roading', 'supervisors & forepersons']","[8, 70]"
supervisor / cleaner,"['accounting', 'accountants', 'assistant accountants']","[10, 11, 149]"
supervisor caregiver - oranga tamariki,"['healthcare', 'community & social services']","[22, 27]"
supervisor cleaning and sanitation,"['manufacturing & operations', 'supervisors & forepersons']","[20, 70]"
supervisor social worker - oranga tamariki,"['healthcare', 'community & social services']","[22, 27]"
supervisor – permanent caregiver support,"['healthcare', 'community & social services']","[22, 27]"
"supervisor, recreation/historic","['government & council', 'central government']","[37, 38]"
supervisors,"['transport & logistics', 'operations']","[28, 29]"
supplier capability analyst,"['it', 'business & systems analysts']","[2, 7]"
"supply assistant, on call","['transport & logistics', 'warehouse & distribution']","[28, 81]"
supply chain administrator - christchurch,"['office & administration', 'administration', 'automotive', 'sales, operations & parts']","[30, 31, 59, 74]"
supply chain analyst,"['it', 'business & systems analysts']","[2, 7]"
supply chain and logistics sales manager,"['transport & logistics', 'freight forwarders']","[28, 135]"
supply chain executive manager,"['manufacturing & operations', 'management']","[20, 39]"
supply chain implementation analyst -central,"['it', 'business & systems analysts']","[2, 7]"
supply chain lead,"['transport & logistics', 'supply chain & planning']","[28, 140]"
supply chain manager,"['manufacturing & operations', 'management']","[20, 39]"
supply chain planning officer,"['transport & logistics', 'supply chain & planning']","[28, 140]"
support administrator,"['office & administration', 'administration']","[30, 31]"
support associate (casual) - central hawke's bay,"['trades & services', 'cleaning']","[0, 86]"
support block team member,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
support care worker,"['healthcare', 'caregiving']","[22, 23]"
support consultant,"['customer service', 'call centre', 'hr & recruitment', 'recruitment']","[54, 55, 76, 88]"
support coordinator - evesham service,"['healthcare', 'caregiving']","[22, 23]"
support facilitator (support worker),"['healthcare', 'caregiving']","[22, 23]"
support florist opportunities - auckland wide,"['retail', 'merchandising']","[71, 102]"
support manager - pukekohe,"['retail', 'assistant store managers']","[71, 115]"
support officer,"['office & administration', 'administration']","[30, 31]"
support officer - auckland,"['office & administration', 'administration']","[30, 31]"
support officers - whangarei (ref: 37097),"['office & administration', 'administration']","[30, 31]"
support roles - adult services,"['healthcare', 'community & social services']","[22, 27]"
support service officer 21/284,"['office & administration', 'administration']","[30, 31]"
support services leader - chartwell,"['office & administration', 'administration']","[30, 31]"
support services officer,"['office & administration', 'administration']","[30, 31]"
support services team member - evenings,"['trades & services', 'cleaning']","[0, 86]"
support staff (kaiapoi),"['healthcare', 'community & social services']","[22, 27]"
support staff - part time,"['healthcare', 'community & social services']","[22, 27]"
support staff - permanent relief,"['healthcare', 'community & social services']","[22, 27]"
support team cleaner,"['trades & services', 'cleaning']","[0, 86]"
support work,"['healthcare', 'caregiving']","[22, 23]"
support worker,"['trades & services', 'labourers', 'healthcare', 'caregiving', 'community & social services']","[0, 1, 22, 23, 27]"
support worker - balclutha & surrounding areas,"['healthcare', 'caregiving']","[22, 23]"
support worker - central,"['healthcare', 'caregiving']","[22, 23]"
support worker - coromandel,"['healthcare', 'community & social services']","[22, 27]"
support worker - counties,"['healthcare', 'community & social services']","[22, 27]"
support worker - disability support services,"['healthcare', 'caregiving']","[22, 23]"
support worker - essential roles - experienced hom,"['healthcare', 'caregiving']","[22, 23]"
support worker - henderson,"['healthcare', 'caregiving']","[22, 23]"
support worker - homicide,"['healthcare', 'community & social services']","[22, 27]"
support worker - horowhenua/kapiti/ma,"['healthcare', 'community & social services']","[22, 27]"
support worker - hutt valley,"['healthcare', 'community & social services']","[22, 27]"
support worker - kaiaua - expression of interest,"['healthcare', 'caregiving']","[22, 23]"
support worker - kaitaia to new plymouth,"['healthcare', 'caregiving']","[22, 23]"
support worker - kapiti,"['healthcare', 'caregiving']","[22, 23]"
support worker - manurewa,"['healthcare', 'caregiving']","[22, 23]"
support worker - orewa,"['healthcare', 'caregiving']","[22, 23]"
support worker - palmerston north,"['healthcare', 'caregiving']","[22, 23]"
support worker - pt/casual - wellington - ww025,"['healthcare', 'community & social services']","[22, 27]"
support worker - respite children and young people,"['healthcare', 'caregiving']","[22, 23]"
support worker - ridsas auckland,"['healthcare', 'community & social services']","[22, 27]"
support worker - ridsas wellington,"['healthcare', 'community & social services']","[22, 27]"
support worker - rotorua,"['healthcare', 'community & social services']","[22, 27]"
support worker - tairua,"['healthcare', 'community & social services']","[22, 27]"
support worker - tauranga,"['healthcare', 'community & social services']","[22, 27]"
support worker - tauranga (casual),"['healthcare', 'community & social services']","[22, 27]"
support worker - te atatu peninsula,"['healthcare', 'caregiving']","[22, 23]"
support worker - warkworth,"['healthcare', 'caregiving']","[22, 23]"
support worker - wellington,"['healthcare', 'community & social services']","[22, 27]"
support worker - wellington region,"['healthcare', 'caregiving']","[22, 23]"
support worker - west auckland (blockhouse bay),"['healthcare', 'caregiving']","[22, 23]"
support worker - west auckland (henderson),"['healthcare', 'caregiving']","[22, 23]"
support worker -north shore,"['healthcare', 'community & social services']","[22, 27]"
support worker / buddy,"['healthcare', 'caregiving']","[22, 23]"
support worker complex care - south auckland,"['healthcare', 'caregiving']","[22, 23]"
support worker for women,"['healthcare', 'community & social services']","[22, 27]"
support worker shifts available south auckland reg,"['healthcare', 'caregiving']","[22, 23]"
support worker- balclutha,"['healthcare', 'community & social services']","[22, 27]"
support worker- career in forensic services,"['healthcare', 'community & social services']","[22, 27]"
support worker- gisborne,"['healthcare', 'community & social services']","[22, 27]"
support worker- gore,"['healthcare', 'community & social services']","[22, 27]"
support worker- morrinsville/ hamilton,"['healthcare', 'community & social services']","[22, 27]"
support worker- taumarunui,"['healthcare', 'community & social services']","[22, 27]"
support worker- titahi bay,"['healthcare', 'caregiving']","[22, 23]"
support worker- whakatane,"['healthcare', 'community & social services']","[22, 27]"
support worker/caregiver,"['healthcare', 'caregiving']","[22, 23]"
support worker/tracker immediate start! auckland,"['healthcare', 'caregiving']","[22, 23]"
support worker/tracker immediate start! whangarei,"['healthcare', 'caregiving']","[22, 23]"
support worker: high needs client (christchurch),"['healthcare', 'caregiving']","[22, 23]"
support workers,"['healthcare', 'caregiving', 'community & social services']","[22, 23, 27]"
support workers - auckland,"['healthcare', 'caregiving']","[22, 23]"
support workers - balclutha,"['healthcare', 'community & social services']","[22, 27]"
support workers - blenheim,"['healthcare', 'caregiving']","[22, 23]"
support workers - disability support services,"['healthcare', 'caregiving']","[22, 23]"
support workers - dunedin,"['healthcare', 'community & social services']","[22, 27]"
support workers - evening and/or weekend,"['healthcare', 'caregiving']","[22, 23]"
support workers - experienced night shift,"['healthcare', 'caregiving']","[22, 23]"
support workers - hawkes bay,"['healthcare', 'community & social services']","[22, 27]"
support workers - hawkes bay- part-time,"['healthcare', 'community & social services']","[22, 27]"
support workers - hokitika,"['healthcare', 'community & social services']","[22, 27]"
support workers - invercargill,"['healthcare', 'community & social services']","[22, 27]"
support workers - kaiwaka/maungaturoto,"['healthcare', 'caregiving']","[22, 23]"
support workers - masterton,"['healthcare', 'caregiving']","[22, 23]"
support workers - masterton to featherston,"['healthcare', 'caregiving']","[22, 23]"
support workers - motueka,"['healthcare', 'community & social services']","[22, 27]"
support workers - nelson,"['healthcare', 'community & social services']","[22, 27]"
support workers - nelson and marlborough,"['healthcare', 'caregiving']","[22, 23]"
support workers - north shore,"['healthcare', 'community & social services']","[22, 27]"
support workers - oamaru,"['healthcare', 'community & social services']","[22, 27]"
support workers - paid position now,"['healthcare', 'caregiving']","[22, 23]"
support workers - ridsas auckland,"['healthcare', 'community & social services']","[22, 27]"
support workers - ridsas wellington,"['healthcare', 'community & social services']","[22, 27]"
support workers - thames/paeroa,"['healthcare', 'community & social services']","[22, 27]"
support workers - wellington,"['healthcare', 'community & social services']","[22, 27]"
support workers - wellington/kapiti coast,"['healthcare', 'caregiving']","[22, 23]"
support workers - wellsford,"['healthcare', 'caregiving']","[22, 23]"
support workers - westport,"['healthcare', 'community & social services']","[22, 27]"
support workers - whanganui,"['healthcare', 'community & social services']","[22, 27]"
support workers - whangarei,"['healthcare', 'community & social services']","[22, 27]"
support workers -ruakaka/waipu,"['healthcare', 'community & social services']","[22, 27]"
support workers hawkes bay,"['healthcare', 'community & social services']","[22, 27]"
support workers jobs - immediate start in west auc,"['healthcare', 'caregiving']","[22, 23]"
support workers needed in hamilton today.,"['healthcare', 'caregiving']","[22, 23]"
support workers needed north shore and rodney - ho,"['healthcare', 'caregiving']","[22, 23]"
support workers needed now - homecare services,"['healthcare', 'caregiving']","[22, 23]"
"support workers wellington, kapiti, hutt valley, p","['healthcare', 'caregiving']","[22, 23]"
support workers – live life disability support,"['healthcare', 'caregiving']","[22, 23]"
support workers: dargaville,"['healthcare', 'caregiving']","[22, 23]"
support workers: marlborough,"['healthcare', 'caregiving']","[22, 23]"
support/role admin,"['office & administration', 'administration']","[30, 31]"
surface reinstater,"['construction & roading', 'labouring']","[8, 66]"
surfacing supervisor,"['construction & roading', 'supervisors & forepersons']","[8, 70]"
surgical audit administrator,"['healthcare', 'administration']","[22, 31]"
surgical fellow - liver transplant service -,"['healthcare', 'doctors & specialists']","[22, 111]"
surgical registrar - non training,"['healthcare', 'doctors & specialists']","[22, 111]"
surgical registrars - start 2 august 2021,"['healthcare', 'doctors & specialists']","[22, 111]"
survey technician - hamilton,"['construction & roading', 'surveying']","[8, 82]"
survey test analyst,"['it', 'testing']","[2, 3]"
surveying technician,"['construction & roading', 'surveying']","[8, 82]"
surveying/ engineering technician,"['engineering', 'drafting']","[47, 121]"
surveyor,"['trades & services', 'building & carpentry', 'construction & roading', 'surveying']","[0, 33, 8, 82]"
surveyor - new plymouth,"['construction & roading', 'quantity surveying']","[8, 91]"
sushi chef/deli assistant - pak'nsave wainoni,"['retail', 'retail assistants']","[71, 72]"
sushi maker & supervisor sylvia park,"['hospitality & tourism', 'kitchen staff']","[14, 18]"
sustainability & compliance business partner,"['hr & recruitment', 'hr']","[76, 77]"
sustainability advisor,"['sales', 'account management']","[57, 175]"
sustainability and quality business partner,"['engineering', 'environmental']","[47, 200]"
swim education supervisor,"['healthcare', 'fitness & wellbeing']","[22, 85]"
swim school instructor - queenstown,"['government & council', 'local & regional council']","[37, 109]"
swimming pool builder,"['trades & services', 'gardening & landscaping']","[0, 104]"
swimming pool technician,"['trades & services', 'technicians']","[0, 6]"
swing lift class 5 truck driver,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
swing lift operator class 5,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
swinglift operator,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
swinglift operator part time,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
switchboard panel wireman/electrician,"['trades & services', 'electrical']","[0, 13]"
system administrator - level 1 or level 2,"['it', 'systems engineers']","[2, 124]"
system analyst,"['accounting', 'payroll']","[10, 139]"
system application administrator,"['office & administration', 'administration']","[30, 31]"
system design engineer - vehicles,"['it', 'systems engineers']","[2, 124]"
systems accountant,"['accounting', 'accountants', 'financial accounting & reporting', 'government & council', 'central government']","[10, 11, 12, 37, 38]"
systems accountant (contract),"['accounting', 'accountants', 'financial accounting & reporting']","[10, 11, 12]"
systems administrator,"['it', 'systems engineers']","[2, 124]"
systems administrator - commercial,"['office & administration', 'administration']","[30, 31]"
systems administrator - ict team,"['it', 'business & systems analysts', 'service desk']","[2, 7, 45]"
systems analyst,"['it', 'business & systems analysts', 'database']","[2, 7, 136]"
systems and analytics advisor,"['it', 'business & systems analysts']","[2, 7]"
systems and programme manager,"['healthcare', 'community & social services']","[22, 27]"
systems engineer,"['it', 'systems engineers']","[2, 124]"
systems engineer - it systems,"['it', 'systems engineers']","[2, 124]"
systems engineer - observability,"['it', 'systems engineers']","[2, 124]"
systems engineer l3,"['it', 'systems engineers']","[2, 124]"
systems software engineer,"['it', 'architects']","[2, 17]"
systems support analyst,"['it', 'service desk']","[2, 45]"
systems support engineer - auckland,"['it', 'systems engineers']","[2, 124]"
t&g east site 2020 seasonal packhouse & coolstore,"['manufacturing & operations', 'process & assembly']","[20, 36]"
tailhold operator/ spotter,"['agriculture, fishing & forestry', 'forestry']","[34, 145]"
takawaenga - mental health & addiction services,"['healthcare', 'community & social services']","[22, 27]"
talent & culture manager,"['hr & recruitment', 'recruitment']","[76, 88]"
talent acquisition administrator,"['hr & recruitment', 'recruitment']","[76, 88]"
talent acquisition advisor - supermarkets,"['hr & recruitment', 'recruitment']","[76, 88]"
talent acquisition consultant,"['hr & recruitment', 'hr']","[76, 77]"
talent acquisition support,"['hr & recruitment', 'recruitment']","[76, 88]"
talent consultant,"['hr & recruitment', 'recruitment']","[76, 88]"
talent delivery manager,"['hr & recruitment', 'recruitment']","[76, 88]"
talent resourcer and administrator,"['office & administration', 'administration']","[30, 31]"
talent sourcing lead - talent delivery network,"['hr & recruitment', 'recruitment']","[76, 88]"
talent sourcing specialists x 2,"['hr & recruitment', 'recruitment']","[76, 88]"
talent/hr administrator,"['hr & recruitment', 'hr']","[76, 77]"
talented bartender,"['hospitality & tourism', 'bar staff & baristas']","[14, 19]"
talented user interface designer needed,"['it', 'web design']","[2, 168]"
tanker drivers (fixed term) - edgecumbe,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
tanker drivers (fixed term) - kauri/maungaturoto,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
tanker drivers (fixed term) - pahiatua,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
tanker drivers - edendale,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
tanker drivers - reporoa/lichfield,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
tanker operators - clandeboye,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
tanker operators - darfield,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
tanker operators - waitoa,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
tannery production staff,"['manufacturing & operations', 'process & assembly']","[20, 36]"
tannery roles,"['manufacturing & operations', 'process & assembly']","[20, 36]"
tapas chef - 3 month contract,"['hospitality & tourism', 'chefs']","[14, 15]"
tapuhi rehita - registered nurse for,"['healthcare', 'nursing & midwifery', 'surgical']","[22, 67, 75]"
tapuhi tamariki ora,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
tasting demonstrator,"['sales', 'sales support']","[57, 148]"
taumaranui security - start 1 july,"['trades & services', 'security']","[0, 56]"
taupo administration support - covid-19,"['healthcare', 'administration']","[22, 31]"
taupo colorshop full time retail sales,"['retail', 'retail assistants']","[71, 72]"
